file_name,rouge,bleu,temporal_alignment
few_shot_knn_10_base_finetuned.csv,"{'ROUGE-1': 0.4216705414021468, 'ROUGE-2': 0.3326252218120899, 'ROUGE-L': 0.41032275503084586}",0.15032762003145483,0.929599001805413
few_shot_knn_10_large.csv,"{'ROUGE-1': 0.16763177271680815, 'ROUGE-2': 0.05808802091692191, 'ROUGE-L': 0.16427109685073457}",0.015055264697405986,0.343551651377661
few_shot_knn_10_large_finetuned.csv,"{'ROUGE-1': 0.5637135071926611, 'ROUGE-2': 0.4854293546736321, 'ROUGE-L': 0.5514227859275329}",0.2299980168694419,0.9149504995262856
few_shot_knn_10_xl.csv,"{'ROUGE-1': 0.2929609910220015, 'ROUGE-2': 0.19295134987774215, 'ROUGE-L': 0.2793235375616568}",0.045982317868703736,0.6303761972524861
few_shot_knn_3_base_finetuned.csv,"{'ROUGE-1': 0.4252961313913819, 'ROUGE-2': 0.3330153933883243, 'ROUGE-L': 0.411464397927385}",0.1493738791242809,0.9231535249046023
few_shot_knn_3_large.csv,"{'ROUGE-1': 0.19519335780846298, 'ROUGE-2': 0.06762374463098869, 'ROUGE-L': 0.1910126385958452}",0.01848033317395327,0.3155697391052214
few_shot_knn_3_large_finetuned.csv,"{'ROUGE-1': 0.5563290348401168, 'ROUGE-2': 0.4761170801214172, 'ROUGE-L': 0.5449625663706246}",0.2297048215985879,0.9145967344473427
few_shot_knn_3_xl.csv,"{'ROUGE-1': 0.2725705696876927, 'ROUGE-2': 0.17207526698475764, 'ROUGE-L': 0.2590698900588771}",0.04523017933593696,0.5361787755763555
few_shot_knn_5_base_finetuned.csv,"{'ROUGE-1': 0.42640608568047605, 'ROUGE-2': 0.3335254243251944, 'ROUGE-L': 0.41346404470637}",0.14940295759413547,0.9326238713868124
few_shot_knn_5_large.csv,"{'ROUGE-1': 0.18293030669157975, 'ROUGE-2': 0.06383393847833327, 'ROUGE-L': 0.17947704954627036}",0.016967872200961014,0.3324231468302719
few_shot_knn_5_large_finetuned.csv,"{'ROUGE-1': 0.5565024042546663, 'ROUGE-2': 0.47703955516041235, 'ROUGE-L': 0.5437827475260042}",0.2283910946177178,0.913323105948456
few_shot_knn_5_xl.csv,"{'ROUGE-1': 0.2887701082386235, 'ROUGE-2': 0.18879238138972063, 'ROUGE-L': 0.2747319272612412}",0.046417920184238126,0.6077689285368669
few_shot_knn_7_base_finetuned.csv,"{'ROUGE-1': 0.42804487435880667, 'ROUGE-2': 0.336567216302544, 'ROUGE-L': 0.4160376843090844}",0.15193275021385996,0.9311523721726866
few_shot_knn_7_large.csv,"{'ROUGE-1': 0.17769815882334158, 'ROUGE-2': 0.06167301077878315, 'ROUGE-L': 0.17508607135249052}",0.015602037864881244,0.33565134732326063
few_shot_knn_7_large_finetuned.csv,"{'ROUGE-1': 0.5639312140892663, 'ROUGE-2': 0.4850134784794187, 'ROUGE-L': 0.5516244352462573}",0.2315321036979997,0.9159081263823525
few_shot_knn_7_xl.csv,"{'ROUGE-1': 0.29517800381593545, 'ROUGE-2': 0.19294899767612325, 'ROUGE-L': 0.28195606800534107}",0.04822055443849435,0.6280190867220443
rag_baseline_base_finetuned.csv,"{'ROUGE-1': 0.47756901025872595, 'ROUGE-2': 0.41018054948411736, 'ROUGE-L': 0.46860219965870675}",0.18943391881772864,0.7983418337327463
rag_baseline_large_finetuned.csv,"{'ROUGE-1': 0.4838837635369352, 'ROUGE-2': 0.4128320463136765, 'ROUGE-L': 0.47293518724211825}",0.191295816961308,0.7876560232339656
rag_basline_large.csv,"{'ROUGE-1': 0.0870429594290666, 'ROUGE-2': 0.018590212359833436, 'ROUGE-L': 0.08031349718185456}",0.007862800548729688,0.10408358903992453
rag_basline_xl.csv,"{'ROUGE-1': 0.0763108463822651, 'ROUGE-2': 0.03695829490467898, 'ROUGE-L': 0.0735994011420811}",0.00626965959377607,0.007345611127123733
rag_TIME_top_10_base_finetuned.csv,"{'ROUGE-1': 0.4923464843193124, 'ROUGE-2': 0.4267833840032035, 'ROUGE-L': 0.4851948895154866}",0.1979562725023794,0.8323860623628586
rag_TIME_top_10_few_shot_knn_7_xl.csv,"{'ROUGE-1': 0.21552683222987748, 'ROUGE-2': 0.10798897646966946, 'ROUGE-L': 0.20774841692172316}",0.03650201239410027,0.43780092965144696
rag_TIME_top_1_few_shot_7_large_finetuned.csv,"{'ROUGE-1': 0.5642016651166102, 'ROUGE-2': 0.48763622337690765, 'ROUGE-L': 0.5513857365650382}",0.2320565678599025,0.9165564884741154
rag_TIME_top_1_few_shot_knn_3_large.csv,"{'ROUGE-1': 0.20267179240072872, 'ROUGE-2': 0.09461849875107238, 'ROUGE-L': 0.19548823203863486}",0.029837579565080777,0.3928108904123768
rag_top_10_base_finetuned.csv,"{'ROUGE-1': 0.4900834433026886, 'ROUGE-2': 0.4234542865059219, 'ROUGE-L': 0.4823402358262516}",0.19488395383809243,0.8286729696015472
rag_top_10_few_shot_knn_7_xl.csv,"{'ROUGE-1': 0.23615463718189142, 'ROUGE-2': 0.16067031067057902, 'ROUGE-L': 0.22662765267340226}",0.05145701763324917,0.3907354083999059
rag_top_10_large.csv,"{'ROUGE-1': 0.07577594540931146, 'ROUGE-2': 0.01911618153938141, 'ROUGE-L': 0.06951125170903735}",0.0076615240608379105,0.10158699066262092
rag_top_10_large_finetuned.csv,"{'ROUGE-1': 0.46716364153259754, 'ROUGE-2': 0.3986806473189128, 'ROUGE-L': 0.45585032521249547}",0.18648833845506507,0.7590372356412891
rag_top_10_xl.csv,"{'ROUGE-1': 0.07731033729068924, 'ROUGE-2': 0.03793392362976199, 'ROUGE-L': 0.07454149894507554}",0.006485833992308968,0.006859615122920445
rag_top_1_base_finetuned.csv,"{'ROUGE-1': 0.47744747114674274, 'ROUGE-2': 0.4102632804728116, 'ROUGE-L': 0.46838811649307904}",0.19261637915647195,0.7909099381016483
rag_top_1_few_shot_7_large_finetuned.csv,"{'ROUGE-1': 0.5646499603766912, 'ROUGE-2': 0.487926124793329, 'ROUGE-L': 0.5517357468971131}",0.23228494790037119,0.9165564884741154
rag_top_1_large.csv,"{'ROUGE-1': 0.10228086263881778, 'ROUGE-2': 0.019598106573802745, 'ROUGE-L': 0.09673270167706373}",0.007046397719761071,0.10474993385687076
rag_top_1_large_finetuned.csv,"{'ROUGE-1': 0.5134024842103764, 'ROUGE-2': 0.4422454990055641, 'ROUGE-L': 0.5039889589181685}",0.20212475053649148,0.8300171831869488
rag_top_1_xl.csv,"{'ROUGE-1': 0.06205997504037188, 'ROUGE-2': 0.028171621601362835, 'ROUGE-L': 0.059911845411753026}",0.00454472010387009,0.008931477278816215
rag_top_3_base_finetuned.csv,"{'ROUGE-1': 0.4750030292783625, 'ROUGE-2': 0.4056592825381591, 'ROUGE-L': 0.46194155858070163}",0.19018664595623302,0.7930010062707349
rag_top_3_large.csv,"{'ROUGE-1': 0.09782965153572669, 'ROUGE-2': 0.021839415966023307, 'ROUGE-L': 0.09105125215961347}",0.00876621855453231,0.10470061419146935
rag_top_3_large_finetuned.csv,"{'ROUGE-1': 0.4974724123589496, 'ROUGE-2': 0.4253714392773376, 'ROUGE-L': 0.48543035352186176}",0.19802752237162832,0.8043678676236983
rag_top_3_xl.csv,"{'ROUGE-1': 0.07329760338162844, 'ROUGE-2': 0.035079033268339596, 'ROUGE-L': 0.07045973615519693}",0.005751841738729885,0.006940263803008901
rag_top_5_base_finetuned.csv,"{'ROUGE-1': 0.4723983049892764, 'ROUGE-2': 0.40614747510069227, 'ROUGE-L': 0.46273219027911994}",0.18758197146815406,0.7860576890776209
rag_top_5_large.csv,"{'ROUGE-1': 0.0862339705565416, 'ROUGE-2': 0.01927116254974464, 'ROUGE-L': 0.07952343752783848}",0.00755325625981971,0.10142341751988705
rag_top_5_large_finetuned.csv,"{'ROUGE-1': 0.48261579258652776, 'ROUGE-2': 0.4120166561395004, 'ROUGE-L': 0.47081105684153773}",0.19183243779481132,0.7912405352635834
rag_top_5_xl.csv,"{'ROUGE-1': 0.0752574645989519, 'ROUGE-2': 0.036154557606592336, 'ROUGE-L': 0.07220434138507495}",0.006276172583861676,0.007237031046554855
rag_top_7_base_finetuned.csv,"{'ROUGE-1': 0.4866568094364726, 'ROUGE-2': 0.4209653538863848, 'ROUGE-L': 0.4779085104428036}",0.19571387142004795,0.8170996914563681
rag_top_7_large.csv,"{'ROUGE-1': 0.080831929260479, 'ROUGE-2': 0.018898445758563618, 'ROUGE-L': 0.07429804980906873}",0.007482893860869173,0.10192160100950243
rag_top_7_large_finetuned.csv,"{'ROUGE-1': 0.4663068690638117, 'ROUGE-2': 0.39607707528963976, 'ROUGE-L': 0.4553093930398051}",0.184336426491465,0.7627073894295869
rag_top_7_xl.csv,"{'ROUGE-1': 0.07530368026255659, 'ROUGE-2': 0.0358284157471401, 'ROUGE-L': 0.07226505396519824}",0.006402136959456125,0.006971501369260473
rag_top_best_k_few_shot_large.csv,"{'ROUGE-1': 0.24980525738573084, 'ROUGE-2': 0.1347532538363007, 'ROUGE-L': 0.24065800556458627}",0.04539996492987026,0.4603455555309671
zero_shot_base_finetuned.csv,"{'ROUGE-1': 0.4994582782633929, 'ROUGE-2': 0.41870411392612206, 'ROUGE-L': 0.4873279138725921}",0.19750666512391768,0.8771750729915474
zero_shot_knn_large.csv,"{'ROUGE-1': 0.07797787354096815, 'ROUGE-2': 0.023147978522489846, 'ROUGE-L': 0.07511084968770569}",0.0038184177916460254,0.08673388029130326
zero_shot_knn_xl.csv,"{'ROUGE-1': 0.07797787354096815, 'ROUGE-2': 0.023147978522489846, 'ROUGE-L': 0.07511084968770569}",0.0038184177916460254,0.08673388029130326
zero_shot_large_finetuned.csv,"{'ROUGE-1': 0.5511705744547672, 'ROUGE-2': 0.48264040966890154, 'ROUGE-L': 0.5457979138728223}",0.21861103857454484,0.9139786488148178
